0	0	23108.826
0	500000	2495.4756
500000	500000	16277.962
0	1000000	1610.6447
500000	1000000	3726.6362
1000000	1000000	17973.186
0	1500000	962.51166
500000	1500000	1006.217
1000000	1500000	6056.3057
1500000	1500000	20497.205
0	2000000	999.97577
500000	2000000	1319.5009
1000000	2000000	2906.8232
1500000	2000000	5108.224
2000000	2000000	18873.883
0	2500000	955.3775
500000	2500000	1151.8118
1000000	2500000	2292.2927
1500000	2500000	3483.229
2000000	2500000	4156.9907
2500000	2500000	15735.64
0	3000000	435.02063
500000	3000000	1017.14386
1000000	3000000	600.0669
1500000	3000000	458.56818
2000000	3000000	779.557
2500000	3000000	2164.5354
3000000	3000000	15491.758
0	3500000	572.93646
500000	3500000	496.40726
1000000	3500000	633.13257
1500000	3500000	671.99084
2000000	3500000	754.87634
2500000	3500000	2087.1682
3000000	3500000	2632.8257
3500000	3500000	17347.998
0	4000000	135.37251
500000	4000000	389.7607
1000000	4000000	156.69875
1500000	4000000	98.06709
2000000	4000000	186.65366
2500000	4000000	442.89795
3000000	4000000	1265.8859
3500000	4000000	2048.4292
4000000	4000000	14500.376
0	4500000	144.4555
500000	4500000	263.58224
1000000	4500000	227.07892
1500000	4500000	146.48598
2000000	4500000	198.42992
2500000	4500000	397.12772
3000000	4500000	732.8311
3500000	4500000	1025.812
4000000	4500000	3552.6921
4500000	4500000	16301.199
0	5000000	96.26777
500000	5000000	259.80295
1000000	5000000	114.40511
1500000	5000000	82.61351
2000000	5000000	152.62808
2500000	5000000	263.45013
3000000	5000000	736.98425
3500000	5000000	844.00745
4000000	5000000	3191.9805
4500000	5000000	3677.7202
5000000	5000000	14821.333
0	5500000	114.23076
500000	5500000	224.54707
1000000	5500000	156.1438
1500000	5500000	88.555336
2000000	5500000	185.48306
2500000	5500000	277.0904
3000000	5500000	611.0385
3500000	5500000	655.7337
4000000	5500000	1800.0448
4500000	5500000	1789.8529
5000000	5500000	4406.4053
5500000	5500000	13936.121
0	6000000	116.34106
500000	6000000	273.36908
1000000	6000000	154.14156
1500000	6000000	97.33405
2000000	6000000	172.25734
2500000	6000000	240.46735
3000000	6000000	560.1573
3500000	6000000	514.7642
4000000	6000000	1074.5128
4500000	6000000	1087.8738
5000000	6000000	1651.4735
5500000	6000000	3480.0552
6000000	6000000	15221.522
0	6500000	180.00963
500000	6500000	218.79086
1000000	6500000	230.7126
1500000	6500000	193.8231
2000000	6500000	276.61237
2500000	6500000	318.76544
3000000	6500000	463.1157
3500000	6500000	707.976
4000000	6500000	694.8907
4500000	6500000	865.60754
5000000	6500000	883.25854
5500000	6500000	1714.641
6000000	6500000	4738.4243
6500000	6500000	15229.286
0	7000000	202.28625
500000	7000000	196.5573
1000000	7000000	215.14612
1500000	7000000	234.86346
2000000	7000000	288.0375
2500000	7000000	344.37323
3000000	7000000	366.3498
3500000	7000000	821.32947
4000000	7000000	652.4969
4500000	7000000	943.2774
5000000	7000000	906.16766
5500000	7000000	1644.5048
6000000	7000000	2594.7373
6500000	7000000	6003.757
7000000	7000000	15034.536
0	7500000	160.90256
500000	7500000	237.80992
1000000	7500000	155.70561
1500000	7500000	140.05333
2000000	7500000	206.36052
2500000	7500000	300.39102
3000000	7500000	649.1919
3500000	7500000	791.03516
4000000	7500000	1099.6976
4500000	7500000	1013.92487
5000000	7500000	1408.1602
5500000	7500000	2256.3047
6000000	7500000	2279.3777
6500000	7500000	2311.3293
7000000	7500000	3626.3235
7500000	7500000	13179.553
0	8000000	95.431816
500000	8000000	278.28894
1000000	8000000	131.63853
1500000	8000000	75.07145
2000000	8000000	160.75912
2500000	8000000	215.84657
3000000	8000000	627.9078
3500000	8000000	453.52658
4000000	8000000	1190.2852
4500000	8000000	878.32196
5000000	8000000	1186.2539
5500000	8000000	1211.807
6000000	8000000	1269.7668
6500000	8000000	749.28815
7000000	8000000	878.3366
7500000	8000000	2423.6003
8000000	8000000	15026.275
0	8500000	110.94077
500000	8500000	236.77116
1000000	8500000	199.12541
1500000	8500000	124.53712
2000000	8500000	181.64348
2500000	8500000	239.5166
3000000	8500000	462.96066
3500000	8500000	473.12775
4000000	8500000	539.9749
4500000	8500000	572.8933
5000000	8500000	554.1888
5500000	8500000	698.6476
6000000	8500000	639.612
6500000	8500000	549.7776
7000000	8500000	615.9061
7500000	8500000	1497.1622
8000000	8500000	2834.9746
8500000	8500000	12998.382
0	9000000	133.60641
500000	9000000	115.955345
1000000	9000000	203.19873
1500000	9000000	227.49243
2000000	9000000	216.71265
2500000	9000000	217.73778
3000000	9000000	183.14233
3500000	9000000	359.4379
4000000	9000000	147.47102
4500000	9000000	355.28726
5000000	9000000	176.08202
5500000	9000000	241.8951
6000000	9000000	249.46684
6500000	9000000	481.79337
7000000	9000000	548.9681
7500000	9000000	602.8558
8000000	9000000	526.9944
8500000	9000000	5773.205
9000000	9000000	19205.822
0	9500000	126.237045
500000	9500000	138.01906
1000000	9500000	211.39287
1500000	9500000	175.86372
2000000	9500000	201.4426
2500000	9500000	232.31783
3000000	9500000	223.20172
3500000	9500000	427.28143
4000000	9500000	210.77876
